combined_tagalog,english,difficulty,similarity_score,source
"iyan ang kaniyang sulat!--ang mahinang sagot, na halos hindi madingig;--iyan ang tunay na sulat ni ibarra!","""It is his very handwriting!"" was the whispered reply in a scarcely perceptible voice.",Hard,0.7101,El Filibusterismo
Hindi na malungcot at hindi naman masaya ang canyang mukha; ngayo'y nagpapakilala ng malaking cataimtiman at wari'y may iniisip.,"His countenance was no longer sad or merry but now wore an expression of great seriousness, while he seemed to be thinking deeply.",Hard,0.7101,Noli Me Tangere
"darating ang capitan general sa icapat na oras ng hapon, mga ginoo!--anang alcalde ng pananalitang madakila;--macacacain tayo ng buong catahimican.","""His Excellency will arrive at four this afternoon, gentlemen!"" announced the alcalde solemnly.",Hard,0.7101,Noli Me Tangere
"kapag balang araw ay nakapagsarili na kayo,--ang sabing natutubigan sa indiong _lacayo_ na nagbukas ng pintuan ng sasakyan,--ay alalahanin ninyo na sa espana ay hindi nagkulang ng mga pusong tumibok ng dahil sa inyo at nakitunggali ng dahil sa inyong mga karapatan! --saan po?--ang sagot ng _lacayo_ na hindi siya napakinggang mabuti at itinatanong kung saan sila paparoon.","""Some day when you declare yourselves independent,"" he said somewhat abstractedly to the native lackey who opened the carriage-door for him, ""remember that there were not lacking in Spain hearts that beat for you and struggled for your rights!"" ""Where, sir?"" asked the lackey, who had understood nothing of this and was inquiring whither they should go.",Hard,0.71,El Filibusterismo
"nguni't ang mga alilang babae ang siyang nagcacamit ng mga indulgenciang iyan, at hindi cayo, hermana sipa--ang itinutol ni rufa.","""But those indulgences are earned by the servants and not by you, Sister Sipa,"" objected Rufa.",Hard,0.7099,Noli Me Tangere
Tila mandin humahanap si pari salvi ng mapagbigyan ng cuchara; tiningnan niya si maria clara at anaki'y nag-aalinlangan; nguni't nagbago ng panucala at ang guinawa'y sa escribano niya ibinigay.,"He looked doubtfully at Maria Clara, but changing his mind, offered it to the escribano.",Hard,0.7099,Noli Me Tangere
"hindi, padre; patuloy ako sa pagtukoy ng ukol sa pag-aaral.","""No, Padre, not if I continue to deal with the student question.",Medium,0.7099,El Filibusterismo
Magdamag na nag-iiyak si kapitang tiago na hinahagkan at hinihingang tawad ang larawan ng kaniyang anak hanggang sa natapos sa paghitit ng maraming apian....,"Capitan Tiago wept all the evening, kissing his daughter's picture and begging her forgiveness, until at last he smoked an enormous quantity of opium.",Hard,0.7099,El Filibusterismo
"Ang palatandaan ay isang putok ng kanyon, at sa dahilang hindi dumatingdating ang kanilang inaantay na hudyat, ay inakala ng mga tulisan na sila'y biniro, ang ila'y nangagsiuwi, ang ilan ay nangagsibalik sa kanikanilang bundok at nangakong paghigantihan ang kastila, na makalawa nang nagkulang sa kaniyang salita.","The signal was to have been a cannon-shot, but having waited for it in vain the tulisanes, thinking themselves deceived, separated, some going back to their homes, some returning to the mountains vowing vengeance on the Spaniard, who had thus failed twice to keep his word.",Hard,0.7099,El Filibusterismo
Sa ganya'y maipanghihiganti natin ang tatay.,"We'll revenge our father.""",Easy,0.7099,Noli Me Tangere
"Hindi gumagamot ang aking asawa cung di sa mga matataas na tao lamang, at iyon pa man, iyon pa man!","My husband only attends persons of quality, and yet, and yet--!",Hard,0.7098,Noli Me Tangere
"Ipinagbibilin ko sa inyong huwag ipagpatuloy ang inyong lakad, sapagka't sa dahilang wala na kayo sa aking bahay, ay hihingan namin kayo ng malaking tubos pag kayo'y aming nabihag.","""I advise you not to keep on your present road, because if you fall into our power, not then being my guest, we will require of you a large ransom.",Hard,0.7097,El Filibusterismo
"Nang magcagayo'y minagaling niyang gawin agad ang isang munacala: ibinunton sa guitna ng gabinete ang mga damit at ang mga papel, ibinuhos sa ibabaw ang isang lampara ng petroleo at saca sinindihan.","He made a sudden resolution: throwing the papers and some clothing into a heap in the center of the room, he poured over them the oil from a lamp and set fire to the whole.",Hard,0.7097,Noli Me Tangere
at mangyayari po bagang maipaunawa ninyo cung ano ang catotohanang yaon?,"""And may I enquire what that truth was?""",Medium,0.7097,Noli Me Tangere
"Ang mga cabataan, marahil sa sila'y hindi totoong masasactin o baca caya naman hindi sila naniniwala sa mahal na gamot na iyon, bahagya na nilang binabasa ang caduloduluhan ng canilang daliri--at ng walang ano mang masabi sa canila ang mga mapamintacasing tao,--at cunuwa'y canilang ipinapahid sa canilang noo, na, ang catotohana'y hindi nila isinasayad.","The young people, whether they were not so ailing or did not believe in that holy prophylactic, hardly more than moistened the tip of a finger--and this only in order that the devout might have no cause to talk--and pretended to make the sign of the cross on their foreheads, of course without touching them.",Hard,0.7096,Noli Me Tangere
Kung gaano ang pagbibiro ni sinang sa kakaunti at masama pang latin na nalalaman ng kaniyang asawa ay gayon din naman ang sa maraming latin na nalalaman ng kaniyang ama.,Sinang was accustomed to joke about the great deal of Latin her father understood and the little her husband knew.,Hard,0.7095,El Filibusterismo
"Si isagani'y waring hindi nasisiyahang loob; nayayamot siya sa gayong karaming mata, karaming mga talogigi na tumatanaw sa kagandahan ng kaniyang iniibig: ang mga tingin ay inaakala niyang nakaw, at ang mga ngiti ng dalaga'y inaari niyang pagtataksil.","Isagani appeared to be rather disgusted, for so many curious eyes fixed upon the beauty of his sweetheart annoyed him.",Hard,0.7095,El Filibusterismo
"Kayo ano ang ginagawa ninyong ukol sa bayang ito na kinakitaan ng unang liwanag, nagbibigay buhay sa inyo at nagdudulot sa inyo ng ikatututo?","You, what are you doing for the land that gave you existence, that supports your life, that affords you knowledge?",Hard,0.7095,El Filibusterismo
"Sumaalaala niya yaong bantog na tinuran ni san juan crisostomo nang ipinagtanggol ang _eunuco_ na si eutropio: ""kailan man ay hindi naging lalong kapit na di gaya ngayon sabihing: kapalaluan ng mga kapalaluan at ang lahat ay kapalaluan!"" --oo, ang simoung yaon na napakayaman, makapangyarihan, kinatatakutan, nang wala pang iisang linggo ang nakararaan, ngayon, ay sawing kapalaran pa kay eutropio, humahanap ng matutuluyan, at hindi sa mga dambana ng isang simbahan, kundi sa dukhang bahay ng isang klerigong indio, na liblib sa kagubatan, sa ulilang baybay ng dagat!","Yes, that Simoun, so rich, so powerful, so feared a week ago, and now more unfortunate than Eutropius, was seeking refuge, not at the altars of a church, but in the miserable house of a poor native priest, hidden in the forest, on the solitary seashore!",Hard,0.7095,El Filibusterismo
"At ang lahat ng pagsusumicap na ito at itong lahat na pagpapagal ay dahil sa panauhing kilala o hindi kilala; ang cadahilana'y ng pagpakitaan ng magandang loob ang taong marahil ay hindi pa nakikita cailan man, at marahil cailan man ay hindi na pakikita pagcatapos; ng ang tagaibang bayan, ang naglalacbay-bayan, ang caibigan, ang caaway, ang filipino, ang castila, ang dukha, ang mayaman ay umalis doon pagcatapos ng fiestang natutuwa at walang maipintas: hindi man lamang hinihingi sa canilang cumilala ng utang na loob, at hindi hinihintay sa mga panauhing yaong huwag gumawa ng ano mang isasama ng mapagcandiling magcacasambahay samantalang tinutunaw o cung matunaw na sa tiyan ang canilang kinain.","All this effort and all this toil are for the stranger as well as the acquaintance, to entertain every one, whether he has been seen before or not, or whether he is expected to be seen again, in order that the casual visitor, the foreigner, friend, enemy, Filipino, Spaniard, the poor and the rich, may go away happy and contented.",Hard,0.7095,Noli Me Tangere
"Bumati ng masaclap na ngiti sa dalawang cakilala niya, na sa canya'y nag-uusisa sa pamamag-itan ng tingin, at mula niyo'y ng canyang mailagan ang gayong mga cahirapan ng loob, tumungo siya at ang lupang tinutuntungan niya ang canyang minasdan, at bagay na caguilaguilalas! natitisod siya sa mga bato ng lansangan.","With a bitter smile she saluted two of her acquaintances, who merely turned inquiring glances upon her, so that to avoid further mortification she fixed her gaze on the ground, and yet, strange to say, she stumbled over the stones in the road!",Hard,0.7095,Noli Me Tangere
Naraanan na nila ang mga pananim at malapit na sila sa gubat.,They had now passed the cultivated fields and were near the wood;,Medium,0.7095,Noli Me Tangere
"Aco ang naunang nagsalita, baga man lalong may carapatang mangauna sa akin ang mga caumpoc dito, nguni't aco ang unang nagsalita, sa pagca't sa acala co'y sa mga ganitong bagay, ang magpasimula ng pananalita'y hindi ang cahuluga'y siyang nangunguna, at gayon ding hindi ang cabuntutan ang cahulugan ng cahulihulihang magsaysay.","""I speak first even though there are others here present who have more right to do so than I have, but I speak first because in these matters it seems to me that by speaking first one does not take the first place--no more than that by speaking last does one become the least.",Hard,0.7095,Noli Me Tangere
"Ang europa ay pumagakpak ng hubaran ng portugal ang mga pulong molukas, pumagakpak ng pugnawin ng makapangyarihang inglaterra ang mga liping likas sa pasipiko upang ilagay ang sa kaniyang mga taong naglilipat bayan.","Europe applauded when the powerful Portugal despoiled the Moluccas, it applauds while England is destroying the primitive races in the Pacific to make room for its emigrants.",Hard,0.7094,El Filibusterismo
"masama iyang ginagawa ninyo,--ang sabi ni simoun na masama ang loob;--ang serbesa ay isang mabuting bagay, at nadingig kong sinabi kanginang umaga ni p. camorra, na ang kakulangan sa lakas na napupuna sa bayang ito, ay alinsunod sa napakaraming tubig na iniinom ng mga tao rito.","""Beer is a good thing, and I heard Padre Camorra say this morning that the lack of energy noticeable in this country is due to the great amount of water the inhabitants drink.""",Hard,0.7093,El Filibusterismo
"Sa isang bangcang lalong marikit ang pagcacagayac ay may isang arpa, mga guitarra, mga acordeon at isang sungay ng calabaw; sa isang bangca nama'y nagniningas ang mga calang lupa at doo'y inihahanda ang cha, cafe at salabat na gagawing agahan.","Even the paddles and oars were decorated, while in the more profusely decorated banka were a harp, guitars, accordions, and a trumpet made from a carabao horn.",Hard,0.7092,Noli Me Tangere
"Tinacbo siya ni ibarra, hinawacan siya sa bisig at sinabi sa canya sa wikang castila: --alang-alang sa dios!","Ibarra ran to him, caught him by the arm, and said to him in Spanish: ""For God's sake, do something, if you can!",Hard,0.7092,Noli Me Tangere
"halika, isagani!","""Come away!""",Easy,0.7091,El Filibusterismo
"Hindi nga cacaunti ang catuwaang tinamo o ng mga namimintacasi, kinilala nilang utang na loob sa dios ang ganitong tulong, at hindi sila nag-aalinlangan sa paniniwalang pagca wala ng mga tulisan, ang mga guardia civil naman ang lilipulin ni san francisco.","The devout were accordingly not a little rejoiced and thanked God for this aid, not doubting that once the tulisanes had disappeared, St. Francis would also destroy the Civil Guard.",Hard,0.7091,Noli Me Tangere
Nalalaman mo ba cung ano ang canyang guinawa?,Do you know what he did?,Easy,0.7091,Noli Me Tangere
"may ilang gabi nang nagising ng walang ilaw at inakalang siya'y nabulag; nanggulo ng katakottakot, naghinagpis at linait ako na ang sabi'y dinukit ko ang kaniyang mga mata....","""Several nights ago he awoke in the dark and thought that he had gone blind.",Hard,0.709,El Filibusterismo
Hinarap ang kaniyang mga nasasakop dahil sa kaniyang pagtupad sa katungkulan at pagkakahilig sa mga likas na karunungan.,"He devoted himself to his parishioners as a duty, and by inclination to the natural sciences.",Hard,0.709,El Filibusterismo
"hindi, hindi panibugho; cung di pagcaibig lamang na macaalam ng di co talos!--ang isinasagot ng mataguinting na voces, samantalang, inuulit ng masaya: --siya nga, panibugho, panibugho!--at humahalakhak ng tawa. --cung aco'y naninibugho, hindi aco ang hindi pakikita; ang hindi co ipakikita'y siya, ng hindi siya mamasdan nino man.","""No, no, not jealousy, it's pure curiosity,"" replied the silvery voice, while the laughing one repeated, ""Yes, jealousy, jealousy!"" and she burst out into merry laughter.",Hard,0.709,Noli Me Tangere
At sa dahilang sinimulan na naman ng ina ang salaysay na ukol sa pagtitiis at kababaang loob ay umalis na muli si placido na hindi kumain ng ano man at tinungo ang daongang himpilan ng mga bapor.,"Again his mother began her preachment about patience and humility, so he went away again without having eaten anything, directing his steps toward the quay where the steamers tied up.",Hard,0.709,El Filibusterismo
"Nalimot sumandali ang kaniyang mga kagipitan at ang mga pag-ikot ni pepay, upang alalahanin na ang lahat ng linalaman ng mga baitang na iyon ay pawang sumipot sa kaniyang palanak na ulo sa mga sandaling pagliliwanag.","For a moment he forgot his troubles and Pepay's pirouettes, to reflect upon all that those files contained, which had issued from his prolific brain in his hours of inspiration.",Hard,0.7089,El Filibusterismo
